document_id,reference,occurrence_index,longueur,retenu_par_defaut,apercu_200_caracteres
cgi_2025,Article 6,4,5758,0,"Article 6
III.- A compter du 1er janvier 2021, les dispositions du III du paragraphe
II de la section I du chapitre III du Titre II de la première partie du Livre
Premier, de ses articles 40 et 41 et du Titre III du Livr"
cgi_2025,Article 6,5,3908,0,"Article 6
IV- Abrogations
1- A compter du 1er janvier 2022, le tableau annexé au code général des
impôts pour la détermination du régime de la contribution professionnelle
unique en matière d’impôt sur le revenu prévu à "
cgi_2025,Article 6,6,8395,0,"Article 6
III.- A compter du 1er janvier 2023, les paragraphes II, IV, VI, et
X de l’article 7 et l’article 82 ter du code général des impôts sont
abrogés.
IV.- Dates d’effet et mesures transitoires
1. Les dispositions d"
cgi_2025,Article 6,7,2627,0,"Article 6
III.- A compter du 1er janvier 2024, les dispositions du
paragraphe IV de l’article 31 et les articles 98, 165 et 226 bis du
code général des impôts sont abrogés.
IV.- Dates d’effet et mesures transitoires
1. L"
cgi_2025,Article 6,8,2459,0,"Article 6
Pour bénéficier des exonérations de la taxe sur la valeur ajoutée prévues
à l’article 92 (I-8°) et à l’article 123 (24°) du code général des impôts, les
personnes éligibles à l’exonération doivent adresser au s"
cgi_2025,Article 7,0,6011,1,"Article 7.- Conditions d’exonération
I.- L’exonération prévue à l’article 6 (I-A- 1° et 9°) ci-dessus s’applique
en faveur 84:
A- des coopératives et leurs unions :
- lorsque leurs activités se limitent à la collecte de "
cgi_2025,Article 7,1,8267,0,"Article 7
IV.- Abrogations et mesures transitoires
A.- Sont abrogées, à compter du 1er janvier 2009 :
- l'article 2 du dahir du 1er chaâbane 1370 (8 mai 1951) portant
codification des dispositions législatives et régleme"
cgi_2025,Article 7,2,3992,0,"Article 7
II.- Dates d’effet et mesures transitoires
1- Les dispositions de l’article 59-I du code général des impôts telles que
modifiées par le paragraphe I ci-dessus sont applicables aux revenus
salariaux acquis à com"
cgi_2025,Article 7,3,5165,0,"Article 7
II- Dates d’effet
1- Les dispositions de l’article 6 (I-B-3°) du code général des impôts,
telles que complétées par le paragraphe I ci-dessus, sont applicables
à la partie de la base imposable correspondant au "
cgi_2025,Article 7,4,3321,0,"Article 7
III.- Dates d’effet
1. Les dispositions de l’article 20 du code général des impôts, telles
que complétées par le paragraphe I ci-dessus, sont applicables aux
déclarations du résultat fiscal déposées à compter d"
cgi_2025,Article 7,5,5073,0,"Article 7
III- B- Les dispositions du Titre III du Livre III du code général des
impôts précité en vigueur au
31 décembre 2018 demeurent applicables, pour les besoins d’assiette, de
contrôle, de contentieux et de recouvr"
cgi_2025,Article 7,6,7788,0,"Article 7
I.- CHAMP D’APPLICATION
1- Définition
Il est institué une contribution au titre des avoirs liquides déposés dans
des comptes bancaires ou détenus, en monnaie fiduciaire sous forme de
billets de banque, des bien"
cgi_2025,Article 7,7,6982,0,"Article 7
I.- CHAMP D’APPLICATION
1- Définition
Il est institué une contribution au titre des avoirs liquides déposés dans
des comptes bancaires ou détenus, en monnaie fiduciaire sous forme de
billets de banque, des bien"
cgi_2025,Article 7,8,1364,0,"Article 7
Pour bénéficier de l’exonération prévue à l’article 92 (I-10°) du code
général des impôts, les établissements destinataires du matériel éducatif,
scientifique ou culturel bénéficiant de la franchise des droits "
cgi_2025,Article 8,0,1942,1,"Article 8.- Résultat fiscal
I.- Le résultat fiscal de chaque exercice comptable est déterminé
d'après l'excédent des produits sur les charges de l’exercice, engagées ou
supportées pour les besoins de l’activité imposable"
cgi_2025,Article 8,1,5766,0,"Article 8
III.- A compter du 1er janvier 2016, sont abrogées les
dispositions des articles 97,202, 276 du code général des
impôts précité.
IV-Dates d’effet :
1- Les dispositions des articles 11-II et 106-II du code génér"
cgi_2025,Article 8,2,6745,0,"Article 8
III. - Dates d’effet
1- Les dispositions de l'article 6 (I-A-34°) du code général des impôts,
telles que complétées par le paragraphe I ci-dessus, sont applicables
aux fédérations et associations sportives reco"
cgi_2025,Article 8,3,7182,0,"Article 8
III.- Sont abrogés, à compter du 1er janvier 2025 :
- les dispositions du 4° de l’article 3 et du 4° de l’article 30 du code général
des impôts ;
- et l’article 12 de la loi de finances n° 44-01 pour l'année bu"
cgi_2025,Article 8,4,3669,0,"Article 8
I-Biens d’équipement, matériels et outillages acquis par les associations à
but non lucratif s’occupant des personnes handicapées et par le « Croissant
rouge marocain ».
Pour bénéficier de l'exonération de la t"
cgi_2025,Article 9,0,2078,1,"Article 9.- Produits imposables
I.- Les produits imposables visés à l'article 8-I ci-dessus
s'entendent :
A- des produits d’exploitation constitués par :
1°- le chiffre d'affaires comprenant les recettes et les créances
"
cgi_2025,Article 9,1,6890,0,"Article 9
IV- Dates d’effet
1- les dispositions de l’article 9 (I-C-1°) du code général des impôts,
telles que complétées par le paragraphe I ci-dessus, sont applicables
aux opérations de prêts de titres et de titrisatio"
cgi_2025,Article 9,2,5867,0,"Article 9
I. - Champ d’application
A. -Personnes concernées
Il est institué une contribution libératoire au titre des revenus et profits
générés par les avoirs et liquidités détenus à l’étranger, avant le 1er janvier
201"
cgi_2025,Article 9,3,1806,0,"Article 9
Pour l’application de l’exonération de la taxe sur la valeur ajoutée prévue
par l’article 92 (I-20°,21°,22° et 23°) du code général des impôts, le
donateur ou le bénéficiaire du don, lorsque le donateur ne disp"
cgi_2025,Article premier,0,225,1,"Article premier.- Définition
L'impôt sur les sociétés s’applique sur l'ensemble des produits,
bénéfices et revenus prévus aux articles 4 et 8 ci-dessous, des sociétés et
autres personnes morales visées à l’article 2 ci-a"
cgi_2025,Article premier,1,872,0,"Article premier
L'exonération de la taxe sur la valeur ajoutée, prévue à l'article 91 (I-E-
2°) du code général des impôts, est subordonnée à la remise par
l'imprimeur à son fournisseur d'un bon de commande indiquant, en"
cgi_2026,Article 10,0,15189,1,"Article 10.- Charges déductibles
Les charges déductibles au sens de l'article 8 ci-dessus comprennent :
I.- Les charges d’exploitation constituées par :
A- les achats de marchandises revendus en l’état et les achats
cons"
cgi_2026,Article 10,1,1772,0,"Article 10
I- Les pénalités, amendes, majorations et frais de recouvrement
afférents aux impôts, droits et taxes prévus par le code général des
impôts, ainsi que ceux abrogés ou insérés dans ledit code mis en
recouvremen"
cgi_2026,Article 10,2,1122,0,"Article 10
La demande de remboursement de la taxe ayant grevé les opérations
visées aux articles 92 (I-28°) et 247- XII du code général des impôts doit
être établie sur un imprimé modèle fourni à cet effet par l'administ"
cgi_2026,Article 11,0,2847,1,"Article 11.- Charges non déductibles
I.- Ne sont pas déductibles du résultat fiscal les amendes, pénalités et
majorations de toute nature mises à la charge des entreprises pour
infractions aux dispositions législatives o"
cgi_2026,Article 11,1,2187,0,"Article 11
Pour bénéficier de l’exonération de la taxe sur la valeur ajoutée prévue à
l’article 92 (I-29) du code général des impôts, les personnes qui procèdent
à la construction de cités, résidences ou campus universit"
cgi_2026,Article 12,0,860,1,"Article 12.- Déficit reportable
Le déficit d'un exercice comptable peut être déduit du bénéfice de
l'exercice comptable suivant. A défaut de bénéfice ou en cas de bénéfice
insuffisant pour que la déduction puisse être op"
cgi_2026,Article 12,1,902,0,"Article 12
Les personnes physiques et morales bénéficiant de l’exonération au titre des
opérations de restauration de monuments historiques classés et des
équipements de base d’utilité publique prévues à l’article 92 (I-"
cgi_2026,Article 13,0,2746,1,"Article 13.- Produits des actions, parts sociales et revenus
assimilés
Les produits des actions, parts sociales et revenus assimilés soumis à la
retenue à la source prévue à l’article 4 ci-dessus sont ceux versés, mis à
"
cgi_2026,Article 13,1,1277,0,"Article 13
Pour bénéficier des exonérations de la taxe sur la valeur ajoutée prévues
à l’article 92-I (33° et 34°) du code général des impôts, le bénéficiaire
doit adresser au service local des impôts dont il relève une "
cgi_2026,Article 14,0,1747,1,"Article 14.- Produits de placements à revenu fixe
Les produits de placements à revenu fixe soumis à la retenue à la source
prévue à l’article 4 ci-dessus, sont ceux versés, mis à la disposition ou
inscrits en compte des "
cgi_2026,Article 14,1,2192,0,"Article 14
Pour bénéficier de l’exonération des opérations de transport international
et des prestations qui leur sont liées visée à l’article 92 (I-35°) du code
général des impôts, les entreprises de transport internati"
cgi_2026,Article 15,0,2201,1,"Article 15.- Produits bruts perçus par les personnes physiques ou
morales non résidentes
Les produits bruts soumis à la retenue à la source prévue à l’article 4
ci-dessus sont ceux versés, mis à la disposition ou inscrit"
cgi_2026,Article 15,1,1969,0,"Article 15
Le bénéfice de l'exonération prévue à l'article 92 (I-38°) du code général
des impôts est subordonné à l'obtention d'une autorisation d'achat en
exonération valable pour toute la durée du tournage de films.
Le"
cgi_2026,Article 16,0,807,1,"Article 16.- Détermination de la base imposable
Les sociétés non résidentes adjudicataires de marchés de travaux, de
construction ou de montage peuvent opter, lors du dépôt de la déclaration
prévue à l'article 148-III 14"
cgi_2026,Article 16,1,1888,0,"Article 16
Pour bénéficier de l’exonération de la taxe sur la valeur ajoutée prévue à
l’article 92 (I-42°) du code général des impôts, les personnes éligibles à
l’exonération doivent adresser une demande au service local"
cgi_2026,Article 17,0,745,1,"Article 17.- Période d’imposition
L'impôt sur les sociétés est calculé d'après le bénéfice réalisé au cours
de chaque exercice comptable qui ne peut être supérieur à douze (12)
mois.
En cas de liquidation prolongée d'une"
cgi_2026,Article 17,1,554,0,"Article 17
L’exonération des équipements et matériels à l’importation prévue à
l’article 123 (34°) du code général des impôts est subordonnée à la
production par les associations de micro-crédit d’un engagement sur ou
d’"
cgi_2026,Article 18,0,428,1,"Article 18.- Lieu d’imposition
Les sociétés sont imposées pour l'ensemble de leurs produits, bénéfices
et revenus au lieu de leur siège social ou de leur principal établissement
au Maroc.
En cas d'option pour l'impôt sur"
cgi_2026,Article 18,1,843,0,"Article 18
Pour bénéficier de l'exonération prévue à l'article 92-(II) du code général
des impôts, les missions diplomatiques ou consulaires, les organisations
internationales et régionales ainsi que leurs membres accréd"
cgi_2026,Article 19,0,5536,1,"Article 19.- Taux d’imposition
I.- Taux normal de l’impôt
Sous réserve des dispositions du paragraphe XXXVII-A de l’article
247 ci-dessous, le taux de l’impôt sur les sociétés est fixé à :
A.- 20% 149;
B.-35%150, en ce q"
cgi_2026,Article 19,1,2649,0,"Article 19
Les entreprises catégorisées visées à l’article 94 (I et II) du code général
des impôts qui désirent effectuer leurs achats en suspension de la taxe sur
la valeur ajoutée doivent remplir les conditions suivant"
cgi_2026,Article 2,0,3400,1,"Article 2.- Personnes imposables
I.- Sont obligatoirement passibles de l’impôt sur les sociétés :
1°- les sociétés quels que soient leur forme et leur objet à l’exclusion de
celles visées à l’article 3 ci-après ;
2°- les"
cgi_2026,Article 2,1,43,0,"Article 2- abrogé
ENGINS ET FILETS DE PECHE"
cgi_2026,Article 20,0,3460,1,"Article 20.- Déclaration du résultat fiscal et du chiffre d’affaires
I.- Les sociétés qu’elles soient imposables à l’impôt sur les sociétés ou
qu’elles en soient exonérées, à l'exception des sociétés non résidentes
visée"
cgi_2026,Article 20,1,1420,0,"Article 20
Aux fins de la détermination de la base imposable prévue à l'article 96-1°
du code précité :
1º.- Les entreprises assujetties à la taxe sur la valeur ajoutée
vendant à une entreprise dépendante ou dont elles d"
cgi_2026,Article 21,0,210,1,"Article 21.- Définition
L’impôt sur le revenu s’applique aux revenus et profits des personnes
physiques et des personnes morales visées à l’article 3 ci-dessus et
n’ayant pas opté pour l’impôt sur les sociétés."
cgi_2026,Article 21,1,36,0,"Article 21-abrogé
VOITURE ECONOMIQUE"
cgi_2026,Article 22,0,356,1,"Article 22.- Revenus et profits imposables
Les catégories de revenus et profits concernés sont :
1°- les revenus professionnels ;
2°- les revenus provenant des exploitations agricoles ;
3°- les revenus salariaux et reven"
cgi_2026,Article 22,1,4129,0,"Article 22
1° - Pour l’application du taux de 10% prévu à l’article 99-B-1° du
code général des impôts, au titre des produits et matières entrant dans la
fabrication de la voiture économique ainsi que des prestations de "
cgi_2026,Article 23,0,1181,1,"Article 23.- Territorialité
I.- Sont assujetties à l'impôt sur le revenu :
1°- les personnes physiques qui ont au Maroc leur domicile fiscal,
à raison de l’ensemble de leurs revenus et profits, de source marocaine
et étr"
cgi_2026,Article 23,1,2622,0,"Article 23
I- Produits et matières entrant dans la composition des fournitures
scolaires, acquis à l’intérieur ou importés :
Pour bénéficier de l’exonération de la taxe sur la valeur ajoutée des
produits et matières prem"
cgi_2026,Article 24,0,606,1,"Article 24.- Exonérations
Sont exonérés de l'impôt sur le revenu :
1°- les ambassadeurs et agents diplomatiques, les consuls et
agents consulaires de nationalité étrangère, pour leurs revenus de source
étrangère, dans la"
cgi_2026,Article 24,1,808,0,"Article 24
Les prestations de services visées à l’article
89-I (5°, 10° et 12°) du code général des impôts, dont la taxe sur la
valeur ajoutée est retenue à la source, englobent :
- pour l’application des dispositions de"
cgi_2026,Article 25,0,888,1,"Article 25.- Détermination du revenu global imposable
Le revenu global imposable est constitué par le ou les revenus nets
d'une ou plusieurs des catégories prévues à l'article 22 ci-dessus, à
l’exclusion des revenus et p"
cgi_2026,Article 25,1,9277,0,"Article 25
I.- La demande du remboursement visé au 1° de l'article 103 du
code général des impôts, doit être formulée sur ou d’après un imprimé établi
par l’administration :
A-Procédure normale de remboursement
La demand"
cgi_2026,Article 27,0,763,1,"Article 27.- Détermination du revenu global imposable des
personnes qui s’établissent au Maroc ou qui cessent
d’y avoir leur domicile fiscal
I.- Lorsqu'un contribuable acquiert un domicile fiscal au Maroc, son
revenu glo"
cgi_2026,Article 27,1,728,0,"Article 27
Pour bénéficier de la déductibilité du gasoil utilisé comme carburant prévue
à l’article 106 (I-4°) du code général des impôts, les personnes concernées
sont tenues de déposer au service local des impôts dont "
cgi_2026,Article 28,0,6923,1,"Article 28.- Déductions sur le revenu global imposable
Sont déductibles du revenu global imposable, tel qu'il est défini à l'article
25 ci-dessus :
I.- Le montant des dons en argent ou en nature octroyés aux
organismes v"
cgi_2026,Article 28,1,227,0,"Article 28
(Voir la version arabe du décret n°2-25-862 du 6 joumada II 1447 (27
novembre 2025) publiée au Bulletin Officiel n° 7464 du 20 joumada II
1447 (11-12-2025))
(Version française non encore publiée au Bulletin Of"
cgi_2026,Article 29,0,2308,1,"Article 29.- Evaluation des dépenses des personnes physiques
lors de l’examen de l’ensemble de la situation fiscale
Les dépenses visées à l’article 216 ci-dessous et dont le montant est
supérieur à deux cent quarante mil"
cgi_2026,Article 29,1,211303,0,"Article 29
Le ministre des finances et de la privatisation est chargé de l'exécution du
présent décret qui abroge et remplace à compter du 1er Janvier 2007 le
décret n° 2-86-99 du 3 Rajeb 1406 (14 Mars 1986) pris pour l’"
cgi_2026,Article 3,0,1597,1,"Article 3.- Personnes exclues du champ d’application
Sont exclus du champ d’application de l’impôt sur les sociétés :
1°- les sociétés en participation comprenant moins de six (6) associés,
les sociétés en nom collectif "
cgi_2026,Article 3,1,369,0,"Article 3
III-Sont abrogées à compter de la date de publication de la présente loi
de finances rectificative au « Bulletin officiel », les dispositions des articles
38-IV et 40-III du code général des impôts précité.
DIS"
cgi_2026,Article 3,2,114,0,"Article 3- abrogé
ACHATS EN EXONERATION DE LA TAXE SUR LA VALEUR
AJOUTEE DES BIENS D'INVESTISSEMENT
IMMOBILISABLES"
cgi_2026,Article 4,0,2473,1,"Article 4.- Produits soumis à l’impôt retenu à la source
Sont soumis à la retenue à la source au titre de l’impôt sur les sociétés ou
de l’impôt sur le revenu, telle que prévue aux articles 157-I, 158, 159 et
160 ci-dess"
cgi_2026,Article 4,1,2819,0,"Article 4
IV- Dates d’effet
1- Les dispositions de l’article 6 (I-A-29° et II-B-1°) du code général
des impôts, telles que modifiées et complétées par le paragraphe I
ci-dessus et les dispositions de l’article 47 du code"
cgi_2026,Article 4,2,7497,0,"Article 4
I-Biens d’investissement immobilisables acquis par les assujettis
A- Exonération à l’intérieur
Pour bénéficier de l'exonération de la taxe sur la valeur ajoutée pour les
biens d'investissement immobilisables pr"
cgi_2026,Article 5,0,1700,1,"Article 5.- Territorialité
I.- Les sociétés, qu'elles aient ou non un siège au Maroc, sont
imposables à raison de l'ensemble des produits, bénéfices et revenus :
 se rapportant aux biens qu'elles possèdent, à l’activité"
cgi_2026,Article 5,1,2737,0,"Article 5
Pour bénéficier des exonérations de la taxe sur la valeur ajoutée prévues
aux articles 92 (I-7°) et 123 (23°) du code général des impôts, les
personnes éligibles à l’exonération doivent adresser au service loca"
cgi_2026,Article 6,0,30460,1,"Article 6.- Exonérations
I.- EXONERATIONS PERMANENTES
A- Exonérations permanentes
Sont totalement exonérés de l'impôt sur les sociétés :
1°- les associations et les organismes légalement assimilés à but non
lucratif, pou"
cgi_2026,Article 6,1,1907,0,"Article 6
III.- Abrogations
Sont abrogés à compter du 1er janvier 2015, les dispositions des
articles 145 bis, 212 bis et 229 bis du code générale des impôts
précité.
IV.- Dates d’effet
1- les dispositions de l’article 2"
cgi_2026,Article 6,2,9123,0,"Article 6
III- Sont abrogées à compter de la date de publication de la présente loi
de finances au « Bulletin officiel », les dispositions des articles 134-I, 174-
IV, 197 et 247-XI, XV et XVII (A et B) du code général d"
cgi_2026,Article 6,3,7771,0,"Article 6
III.- A compter du 1er janvier 2020, les dispositions des articles 8-VI, 100
et 178 du code général des impôts précité sont abrogées.
IV.- Dates d’effet
1- Les dispositions des articles 6 (I-D-3°), 19 (I-A-1°) "
cgi_2026,Article 6,4,5758,0,"Article 6
III.- A compter du 1er janvier 2021, les dispositions du III du paragraphe
II de la section I du chapitre III du Titre II de la première partie du Livre
Premier, de ses articles 40 et 41 et du Titre III du Livr"
cgi_2026,Article 6,5,3908,0,"Article 6
IV- Abrogations
1- A compter du 1er janvier 2022, le tableau annexé au code général des
impôts pour la détermination du régime de la contribution professionnelle
unique en matière d’impôt sur le revenu prévu à "
cgi_2026,Article 6,6,8395,0,"Article 6
III.- A compter du 1er janvier 2023, les paragraphes II, IV, VI, et
X de l’article 7 et l’article 82 ter du code général des impôts sont
abrogés.
IV.- Dates d’effet et mesures transitoires
1. Les dispositions d"
cgi_2026,Article 6,7,2627,0,"Article 6
III.- A compter du 1er janvier 2024, les dispositions du
paragraphe IV de l’article 31 et les articles 98, 165 et 226 bis du
code général des impôts sont abrogés.
IV.- Dates d’effet et mesures transitoires
1. L"
cgi_2026,Article 6,8,3554,0,"Article 6
I.- Les biens d'équipement destinés à l'enseignement privé ou à la
formation professionnelle acquis par les établissements privés
d'enseignement ou de formation professionnelle
Pour bénéficier de l'exonération "
cgi_2026,Article 7,0,5866,1,"Article 7.- Conditions d’exonération
I.- L’exonération prévue à l’article 6 (I-A- 1° et 9°) ci-dessus s’applique
en faveur 87:
86 Article 8 de la loi de finances n° 68-17 pour l’année budgétaire 2018
87 Article 8 de la l"
cgi_2026,Article 7,1,8267,0,"Article 7
IV.- Abrogations et mesures transitoires
A.- Sont abrogées, à compter du 1er janvier 2009 :
- l'article 2 du dahir du 1er chaâbane 1370 (8 mai 1951) portant
codification des dispositions législatives et régleme"
cgi_2026,Article 7,2,3992,0,"Article 7
II.- Dates d’effet et mesures transitoires
1- Les dispositions de l’article 59-I du code général des impôts telles que
modifiées par le paragraphe I ci-dessus sont applicables aux revenus
salariaux acquis à com"
cgi_2026,Article 7,3,5165,0,"Article 7
II- Dates d’effet
1- Les dispositions de l’article 6 (I-B-3°) du code général des impôts,
telles que complétées par le paragraphe I ci-dessus, sont applicables
à la partie de la base imposable correspondant au "
cgi_2026,Article 7,4,3321,0,"Article 7
III.- Dates d’effet
1. Les dispositions de l’article 20 du code général des impôts, telles
que complétées par le paragraphe I ci-dessus, sont applicables aux
déclarations du résultat fiscal déposées à compter d"
cgi_2026,Article 7,5,5073,0,"Article 7
III- B- Les dispositions du Titre III du Livre III du code général des
impôts précité en vigueur au
31 décembre 2018 demeurent applicables, pour les besoins d’assiette, de
contrôle, de contentieux et de recouvr"
cgi_2026,Article 7,6,7788,0,"Article 7
I.- CHAMP D’APPLICATION
1- Définition
Il est institué une contribution au titre des avoirs liquides déposés dans
des comptes bancaires ou détenus, en monnaie fiduciaire sous forme de
billets de banque, des bien"
cgi_2026,Article 7,7,6982,0,"Article 7
I.- CHAMP D’APPLICATION
1- Définition
Il est institué une contribution au titre des avoirs liquides déposés dans
des comptes bancaires ou détenus, en monnaie fiduciaire sous forme de
billets de banque, des bien"
cgi_2026,Article 7,8,6177,0,"Article 7
III.- A compter du 1er janvier 2026, les dispositions du paragraphe VIII
de l’article 125 et du 3° de l’article 236 du code général des impôts sont
abrogées.
IV.- Dates d’effet :
1. Les dispositions des article"
cgi_2026,Article 7,9,1375,0,"Article 7
Pour bénéficier de l’exonération prévue à l’article 92 (I-10°) du code
général des impôts, les établissements destinataires du matériel éducatif,
scientifique ou culturel bénéficiant de la franchise des droits "
cgi_2026,Article 8,0,1915,1,"Article 8.- Résultat fiscal
I.- Le résultat fiscal de chaque exercice comptable est déterminé
d'après l'excédent des produits sur les charges de l’exercice, engagées ou
supportées pour les besoins de l’activité imposable"
cgi_2026,Article 8,1,5766,0,"Article 8
III.- A compter du 1er janvier 2016, sont abrogées les
dispositions des articles 97,202, 276 du code général des
impôts précité.
IV-Dates d’effet :
1- Les dispositions des articles 11-II et 106-II du code génér"
cgi_2026,Article 8,2,6745,0,"Article 8
III. - Dates d’effet
1- Les dispositions de l'article 6 (I-A-34°) du code général des impôts,
telles que complétées par le paragraphe I ci-dessus, sont applicables
aux fédérations et associations sportives reco"
cgi_2026,Article 8,3,6805,0,"Article 8
III.- Sont abrogés, à compter du 1er janvier 2025 :
- les dispositions du 4° de l’article 3 et du 4° de l’article 30 du code général
des impôts ;
- et l’article 12 de la loi de finances n° 44-01 pour l'année bu"
cgi_2026,Article 8,4,5781,0,"Article 8
I-Biens d’équipement, matériels et outillages acquis par les associations à
but non lucratif s’occupant des personnes handicapées et par le « Croissant
rouge marocain ».
Pour bénéficier de l'exonération de la t"
cgi_2026,Article 9,0,2282,1,"Article 9.- Produits imposables
I.- Les produits imposables visés à l'article 8-I ci-dessus
s'entendent :
A- des produits d’exploitation constitués par :
1°- le chiffre d'affaires comprenant les recettes et les créances
"
cgi_2026,Article 9,1,6890,0,"Article 9
IV- Dates d’effet
1- les dispositions de l’article 9 (I-C-1°) du code général des impôts,
telles que complétées par le paragraphe I ci-dessus, sont applicables
aux opérations de prêts de titres et de titrisatio"
cgi_2026,Article 9,2,5867,0,"Article 9
I. - Champ d’application
A. -Personnes concernées
Il est institué une contribution libératoire au titre des revenus et profits
générés par les avoirs et liquidités détenus à l’étranger, avant le 1er janvier
201"
cgi_2026,Article 9,3,1807,0,"Article 9
Pour l’application de l’exonération de la taxe sur la valeur ajoutée prévue
par l’article 92 (I-20°,21°,22° et 23°) du code général des impôts, le
donateur ou le bénéficiaire du don, lorsque le donateur ne disp"
cgi_2026,Article premier,0,225,1,"Article premier.- Définition
L'impôt sur les sociétés s’applique sur l'ensemble des produits, bénéfices
et revenus prévus aux articles 4 et 8 ci-dessous, des sociétés et autres
personnes morales visées à l’article 2 ci-a"
cgi_2026,Article premier,1,872,0,"Article premier
L'exonération de la taxe sur la valeur ajoutée, prévue à l'article 91 (I-E-
2°) du code général des impôts, est subordonnée à la remise par
l'imprimeur à son fournisseur d'un bon de commande indiquant, en"
